access-control.required	จำเป็น	จำเป็น	จำเป็น	จำเป็น	จำเป็น
access-control.delete	ลบ	ลบ	ลบ	ลบ	ลบ
access-control.add-item	เพิ่มหัวข้อ	เพิ่มหัวข้อ	เพิ่มหัวข้อ	เพิ่มหัวข้อ	เพิ่มหัวข้อ
access-control.exclude-spec	กำหนดไม่ใช่เป้าหมาย	กำหนดไม่ใช่เป้าหมาย	กำหนดไม่ใช่เป้าหมาย	กำหนดไม่ใช่เป้าหมาย	กำหนดไม่ใช่เป้าหมาย
access-control.exclude-desc	ข้อมูลด้านล่างไม่ครอบคลุมถึงคนที่กำหนด	ข้อมูลด้านล่างไม่ครอบคลุมถึงคนที่กำหนด	ข้อมูลด้านล่างไม่ครอบคลุมถึงคนที่กำหนด	ข้อมูลด้านล่างไม่ครอบคลุมถึงคนที่กำหนด	ข้อมูลด้านล่างไม่ครอบคลุมถึงคนที่กำหนด
access-control.include-subordinates	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา
access-control.not-include-sub	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา
access-control.enter-department	กรุณากรอกแผนก	กรุณากรอกแผนก	กรุณากรอกแผนก	กรุณากรอกแผนก	กรุณากรอกแผนก
access-control.no-setting	ไม่มีการกำหนดค่า	ไม่มีการกำหนดค่า	ไม่มีการกำหนดค่า	ไม่มีการกำหนดค่า	ไม่มีการกำหนดค่า
access-control.by-affiliate-department	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง
access-control.by-manager-department	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า
access-control.include-sub	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา	รวมผู้ใต้บังคับบัญชา
access-control.not-include-sub	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา	ไม่รวมผู้ใต้บังคับบัญชา
access-control.list-executor	รายการผู้ปฏิบัติ	รายการผู้ปฏิบัติ	รายการผู้ปฏิบัติ	รายการผู้ปฏิบัติ	รายการผู้ปฏิบัติ
access-control.re-check	ตรวจสอบผู้ปฏิบัติ	ตรวจสอบผู้ปฏิบัติ	ตรวจสอบผู้ปฏิบัติ	ตรวจสอบผู้ปฏิบัติ	ตรวจสอบผู้ปฏิบัติ
access-control.output	ส่งออก	ส่งออก	ส่งออก	ส่งออก	ส่งออก
access-control.export-data	ส่งออกข้อมูล	ส่งออกข้อมูล	ส่งออกข้อมูล	ส่งออกข้อมูล	ส่งออกข้อมูล
access-control.deploy	แผนก	แผนก	แผนก	แผนก	แผนก
access-control.post	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง
access-control.profile	โปรไฟล์	โปรไฟล์	โปรไฟล์	โปรไฟล์	โปรไฟล์
access-control.access-employee-instruction	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้
access-control.saved	บันทึกข้อมูลแล้ว	บันทึกข้อมูลแล้ว	บันทึกข้อมูลแล้ว	บันทึกข้อมูลแล้ว	บันทึกข้อมูลแล้ว
access-control.spec-base-person	กำหนดตนเองเป็นมาตราฐาน	กำหนดตนเองเป็นมาตราฐาน	กำหนดตนเองเป็นมาตราฐาน	กำหนดตนเองเป็นมาตราฐาน	กำหนดตนเองเป็นมาตราฐาน
access-control.spec-lower	กำหนดโดยมาสเตอร์	กำหนดโดยมาสเตอร์	กำหนดโดยมาสเตอร์	กำหนดโดยมาสเตอร์	กำหนดโดยมาสเตอร์
access-control.similar	เทียบเท่าตนเอง	เทียบเท่าตนเอง	เทียบเท่าตนเอง	เทียบเท่าตนเอง	เทียบเท่าตนเอง
access-control.below	น้อยกว่าตนเอง	น้อยกว่าตนเอง	น้อยกว่าตนเอง	น้อยกว่าตนเอง	น้อยกว่าตนเอง
access-control.lower	ใต้ตนเอง	ใต้ตนเอง	ใต้ตนเอง	ใต้ตนเอง	ใต้ตนเอง
access-control.by-department	เลือกจากผังองค์กร	เลือกจากผังองค์กร	เลือกจากผังองค์กร	เลือกจากผังองค์กร	เลือกจากผังองค์กร
access-control.by-affiliate-department	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง	แผนกสังกัดของตนเอง
access-control.by-manager-department	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า	แผนกสังกัดของหัวหน้า
access-control.target-destination	กำหนดบุคคลเป้าหมาย	กำหนดบุคคลเป้าหมาย	กำหนดบุคคลเป้าหมาย	กำหนดบุคคลเป้าหมาย	กำหนดบุคคลเป้าหมาย
access-control.target-desc	กรุณากำหนดข้อมูลพนักงานคนไหนสามารถเข้าถึงได้	กรุณากำหนดข้อมูลพนักงานคนไหนสามารถเข้าถึงได้	กรุณากำหนดข้อมูลพนักงานคนไหนสามารถเข้าถึงได้	กรุณากำหนดข้อมูลพนักงานคนไหนสามารถเข้าถึงได้	กรุณากำหนดข้อมูลพนักงานคนไหนสามารถเข้าถึงได้
access-control.relevant-instruction	เทียบเท่ากับตนเอง : ให้การเข้าถึงข้อมูลเหมือนกันกับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	เทียบเท่ากับตนเอง : ให้การเข้าถึงข้อมูลเหมือนกันกับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	เทียบเท่ากับตนเอง : ให้การเข้าถึงข้อมูลเหมือนกันกับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	เทียบเท่ากับตนเอง : ให้การเข้าถึงข้อมูลเหมือนกันกับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	เทียบเท่ากับตนเอง : ให้การเข้าถึงข้อมูลเหมือนกันกับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น
access-control.below-instruction	ตนเองและตำ่กว่า : ให้การเข้าถึงข้อมูลเหมือนกันหรือต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตนเองและตำ่กว่า : ให้การเข้าถึงข้อมูลเหมือนกันหรือต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตนเองและตำ่กว่า : ให้การเข้าถึงข้อมูลเหมือนกันหรือต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตนเองและตำ่กว่า : ให้การเข้าถึงข้อมูลเหมือนกันหรือต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตนเองและตำ่กว่า : ให้การเข้าถึงข้อมูลเหมือนกันหรือต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น
access-control.lower-instruction	ตำ่กว่าตนเอง : ให้การเข้าถึงข้อมูลในระดับที่ต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตำ่กว่าตนเอง : ให้การเข้าถึงข้อมูลในระดับที่ต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตำ่กว่าตนเอง : ให้การเข้าถึงข้อมูลในระดับที่ต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตำ่กว่าตนเอง : ให้การเข้าถึงข้อมูลในระดับที่ต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น	ตำ่กว่าตนเอง : ให้การเข้าถึงข้อมูลในระดับที่ต่ำกว่ากับตำแหน่งตนเอง เช่น ชั้นA ชั้นB เป็นต้น
access-control.example-instruction	ตัวอย่างเช่น กรณีเลือก แผนกบุคคล แผนกขาย หัวข้อตนเองและตำ่กว่าจะครอบคลุมพนักงานเป้าหมายตามด้านล่างนี้	ตัวอย่างเช่น กรณีเลือก แผนกบุคคล แผนกขาย หัวข้อตนเองและตำ่กว่าจะครอบคลุมพนักงานเป้าหมายตามด้านล่างนี้	ตัวอย่างเช่น กรณีเลือก แผนกบุคคล แผนกขาย หัวข้อตนเองและตำ่กว่าจะครอบคลุมพนักงานเป้าหมายตามด้านล่างนี้	ตัวอย่างเช่น กรณีเลือก แผนกบุคคล แผนกขาย หัวข้อตนเองและตำ่กว่าจะครอบคลุมพนักงานเป้าหมายตามด้านล่างนี้	ตัวอย่างเช่น กรณีเลือก แผนกบุคคล แผนกขาย หัวข้อตนเองและตำ่กว่าจะครอบคลุมพนักงานเป้าหมายตามด้านล่างนี้
access-control.hr-executor	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกบุคคล 	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกบุคคล	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกบุคคล	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกบุคคล	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกบุคคล
access-control.sale-executor	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกขาย	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกขาย	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกขาย	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกขาย	พนักงานที่ตำแหน่งตำ่กว่าตนเอง(ผู้ปฏิบัติ)แผนกขาย
access-control.master-rank-settings-btn	ตั้งค่ามาสเตอร์แรงค์ที่นี่	ตั้งค่ามาสเตอร์แรงค์ที่นี่	ตั้งค่ามาสเตอร์แรงค์ที่นี่	ตั้งค่ามาสเตอร์แรงค์ที่นี่	ตั้งค่ามาสเตอร์แรงค์ที่นี่
access-control.target_policies.input_name	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย
access-control.issue-process	ดำเนินการออกประกาศ	ดำเนินการออกประกาศ	ดำเนินการออกประกาศ	ดำเนินการออกประกาศ	ดำเนินการออกประกาศ
access-control.issuance-instruction	กรุณาตั้งค่าให้สามารถดำเนินการออกประกาศ(แก้ไข) บุคคลเป้าหมายได้หรือไม่ได้ ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ออกประกาศ"  "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าให้สามารถดำเนินการออกประกาศ(แก้ไข) บุคคลเป้าหมายได้หรือไม่ได้ ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ออกประกาศ"  "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าให้สามารถดำเนินการออกประกาศ(แก้ไข) บุคคลเป้าหมายได้หรือไม่ได้ ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ออกประกาศ"  "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าให้สามารถดำเนินการออกประกาศ(แก้ไข) บุคคลเป้าหมายได้หรือไม่ได้ ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ออกประกาศ"  "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าให้สามารถดำเนินการออกประกาศ(แก้ไข) บุคคลเป้าหมายได้หรือไม่ได้ ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ออกประกาศ"  "ให้แสดงผล" เท่านั้น
access-control.access-goal-management	กรุณาตั้งค่าการควบคุมเป้าหมาย ส่งออกให้กับบุคคลเป้าหมาย  ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ตั้งค่าการควบคุมเป้าหมาย" "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าการควบคุมเป้าหมาย ส่งออกให้กับบุคคลเป้าหมาย  ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ตั้งค่าการควบคุมเป้าหมาย" "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าการควบคุมเป้าหมาย ส่งออกให้กับบุคคลเป้าหมาย  ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ตั้งค่าการควบคุมเป้าหมาย" "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าการควบคุมเป้าหมาย ส่งออกให้กับบุคคลเป้าหมาย  ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ตั้งค่าการควบคุมเป้าหมาย" "ให้แสดงผล" เท่านั้น	กรุณาตั้งค่าการควบคุมเป้าหมาย ส่งออกให้กับบุคคลเป้าหมาย  ในตั้งค่าระบบ >ควบคุมสิทธิ์ >เมนูผู้ควบคุม จะมีผู้ปฏิบัติที่มีหน้าที่ "ตั้งค่าการควบคุมเป้าหมาย" "ให้แสดงผล" เท่านั้น
access-control.target-setting-title	ส่ิงที่สามารถทำได้	ส่ิงที่สามารถทำได้	ส่ิงที่สามารถทำได้	ส่ิงที่สามารถทำได้	ส่ิงที่สามารถทำได้
access-control.goal-setting-admin	สามารถตั้งค่าตามด้านล่างของบุคคลเป้าหมายได้ที่ เมนูผู้ควบคุม >ตั้งค่าควบคุมเป้าหมาย	สามารถตั้งค่าตามด้านล่างของบุคคลเป้าหมายได้ที่ เมนูผู้ควบคุม >ตั้งค่าควบคุมเป้าหมาย	สามารถตั้งค่าตามด้านล่างของบุคคลเป้าหมายได้ที่ เมนูผู้ควบคุม >ตั้งค่าควบคุมเป้าหมาย	สามารถตั้งค่าตามด้านล่างของบุคคลเป้าหมายได้ที่ เมนูผู้ควบคุม >ตั้งค่าควบคุมเป้าหมาย	สามารถตั้งค่าตามด้านล่างของบุคคลเป้าหมายได้ที่ เมนูผู้ควบคุม >ตั้งค่าควบคุมเป้าหมาย
access-control.list.announcement1	สามารถดำเนินการประกาศการเข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออกได้ที่ เมนูผู้ควบคุม >ดำเนินการประกาศ	สามารถดำเนินการประกาศการเข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออกได้ที่ เมนูผู้ควบคุม >ดำเนินการประกาศ	สามารถดำเนินการประกาศการเข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออกได้ที่ เมนูผู้ควบคุม >ดำเนินการประกาศ	สามารถดำเนินการประกาศการเข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออกได้ที่ เมนูผู้ควบคุม >ดำเนินการประกาศ	สามารถดำเนินการประกาศการเข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออกได้ที่ เมนูผู้ควบคุม >ดำเนินการประกาศ
access-control.list.announcement2	สามารถแก้ไขข้อมูลออกประกาศได้ที่ แฟ้มส่วนบุคคล > แก้ไขประวัติ  ของบุคคลเป้าหมาย	สามารถแก้ไขข้อมูลออกประกาศได้ที่ แฟ้มส่วนบุคคล > แก้ไขประวัติ  ของบุคคลเป้าหมาย	สามารถแก้ไขข้อมูลออกประกาศได้ที่ แฟ้มส่วนบุคคล > แก้ไขประวัติ  ของบุคคลเป้าหมาย	สามารถแก้ไขข้อมูลออกประกาศได้ที่ แฟ้มส่วนบุคคล > แก้ไขประวัติ  ของบุคคลเป้าหมาย	สามารถแก้ไขข้อมูลออกประกาศได้ที่ แฟ้มส่วนบุคคล > แก้ไขประวัติ  ของบุคคลเป้าหมาย
access-control.list.announcement3	สามารถส่งออกข้อมูล อัพเดทข้อมูลออกประกาศได้ที่ ลงทะเบียนทั้งหมด >ดำเนินการออกประกาศ >เข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออก	สามารถส่งออกข้อมูล อัพเดทข้อมูลออกประกาศได้ที่ ลงทะเบียนทั้งหมด >ดำเนินการออกประกาศ >เข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออก	สามารถส่งออกข้อมูล อัพเดทข้อมูลออกประกาศได้ที่ ลงทะเบียนทั้งหมด >ดำเนินการออกประกาศ >เข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออก	สามารถส่งออกข้อมูล อัพเดทข้อมูลออกประกาศได้ที่ ลงทะเบียนทั้งหมด >ดำเนินการออกประกาศ >เข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออก	สามารถส่งออกข้อมูล อัพเดทข้อมูลออกประกาศได้ที่ ลงทะเบียนทั้งหมด >ดำเนินการออกประกาศ >เข้าทำงาน คู่สมรส โยกย้าย พักงาน เข้าทำงานใหม่ ลาออก
access-control.list-mbo1	ตั้งค่าเส้นทางการประเมินองค์กร	ตั้งค่าเส้นทางการประเมินองค์กร	ตั้งค่าเส้นทางการประเมินองค์กร	ตั้งค่าเส้นทางการประเมินองค์กร	ตั้งค่าเส้นทางการประเมินองค์กร
access-control.list-mbo2	ตั้งค่าเส้นทางการประเมินบุคคล	ตั้งค่าเส้นทางการประเมินบุคคล	ตั้งค่าเส้นทางการประเมินบุคคล	ตั้งค่าเส้นทางการประเมินบุคคล	ตั้งค่าเส้นทางการประเมินบุคคล
access-control.list-mbo3	การใช้งานเส้นทางการประเมิน	การใช้งานเส้นทางการประเมิน	การใช้งานเส้นทางการประเมิน	การใช้งานเส้นทางการประเมิน	การใช้งานเส้นทางการประเมิน
access-control.list-mbo4	ข้อมูลเป้าหมาย	ข้อมูลเป้าหมาย	ข้อมูลเป้าหมาย	ข้อมูลเป้าหมาย	ข้อมูลเป้าหมาย
access-control.list-mbo5	ปรับคะแนนประเมินขั้นสุดท้าย	ปรับคะแนนประเมินขั้นสุดท้าย	ปรับคะแนนประเมินขั้นสุดท้าย	ปรับคะแนนประเมินขั้นสุดท้าย	ปรับคะแนนประเมินขั้นสุดท้าย
access-control.list-mbo6	ปรับค่าสัมประสิทธิ์โบนัส	ปรับค่าสัมประสิทธิ์โบนัส	ปรับค่าสัมประสิทธิ์โบนัส	ปรับค่าสัมประสิทธิ์โบนัส	ปรับค่าสัมประสิทธิ์โบนัส
access-control.list-mbo7	ดำเนินการ/ไม่ดำเนินการ เป้าหมาย	ดำเนินการ/ไม่ดำเนินการ เป้าหมาย	ดำเนินการ/ไม่ดำเนินการ เป้าหมาย	ดำเนินการ/ไม่ดำเนินการ เป้าหมาย	ดำเนินการ/ไม่ดำเนินการ เป้าหมาย
access-control.list-mbo8	เทมเพลตเป้าหมาย(บุคคล)	เทมเพลตเป้าหมาย(บุคคล)	เทมเพลตเป้าหมาย(บุคคล)	เทมเพลตเป้าหมาย(บุคคล)	เทมเพลตเป้าหมาย(บุคคล)
access-control.list-mbo9	เทมเพลตเป้าหมาย(มาตรฐาน)	เทมเพลตเป้าหมาย(มาตรฐาน)	เทมเพลตเป้าหมาย(มาตรฐาน)	เทมเพลตเป้าหมาย(มาตรฐาน)	เทมเพลตเป้าหมาย(มาตรฐาน)
access-control.list-mbo10	ข้ามขั้นตอนการทำงาน	ข้ามขั้นตอนการทำงาน	ข้ามขั้นตอนการทำงาน	ข้ามขั้นตอนการทำงาน	ข้ามขั้นตอนการทำงาน
access-control.all	ทั้งหมด	ทั้งหมด	ทั้งหมด	ทั้งหมด	ทั้งหมด
access-control.permission-target-setting	เป้าหมายตั้งค่าสิทธิ์	เป้าหมายตั้งค่าสิทธิ์	เป้าหมายตั้งค่าสิทธิ์	เป้าหมายตั้งค่าสิทธิ์	เป้าหมายตั้งค่าสิทธิ์
access-control.editable	แก้ไขได้	แก้ไขได้	แก้ไขได้	แก้ไขได้	แก้ไขได้
access-control.refer-advice	ดูได้	ดูได้	ดูได้	ดูได้	ดูได้
access-control.not-able-refer	ดูไม่ได้	ดูไม่ได้	ดูไม่ได้	ดูไม่ได้	ดูไม่ได้
access-control.category-list	ตารางหมวดหมู่	ตารางหมวดหมู่	ตารางหมวดหมู่	ตารางหมวดหมู่	ตารางหมวดหมู่
access-control.available	ใช้งานได้	ใช้งานได้	ใช้งานได้	ใช้งานได้	ใช้งานได้
access-control.unavailable	ใช้งานไม่ได้	ใช้งานไม่ได้	ใช้งานไม่ได้	ใช้งานไม่ได้	ใช้งานไม่ได้
access-control.submit	บันทึก	บันทึก	บันทึก	บันทึก	บันทึก
access-control.profile-refer	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้	กรุณาตั้งค่าการเข้าถึงข้อมูลพนักงานของบุคคลเป้าหมาย หากไม่ได้ตั้งค่าผู้ปฏิบัติจะไม่สามารถดูข้อมูลที่เกี่ยวข้องได้
access-control.how-target	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย	วิธีกำหนดบุคคลเป้าหมาย
access-control.employment-classification	ประเภทการจ้างงาน	ประเภทการจ้างงาน	ประเภทการจ้างงาน	ประเภทการจ้างงาน	ประเภทการจ้างงาน
access-control.gradeA	ชั้นA	ชั้นA	ชั้นA	ชั้นA	ชั้นA
access-control.gradeB	ชั้นB	ชั้นB	ชั้นB	ชั้นB	ชั้นB
access-control.gradeC	ชั้นC	ชั้นC	ชั้นC	ชั้นC	ชั้นC
access-control.occupation	อาชีพ	อาชีพ	อาชีพ	อาชีพ	อาชีพ
access-control.position	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง	ตำแหน่ง
access-control.role	หน้าที่	หน้าที่	หน้าที่	หน้าที่	หน้าที่
access-control.responsible-area	พื้นที่รับผิดชอบ	พื้นที่รับผิดชอบ	พื้นที่รับผิดชอบ	พื้นที่รับผิดชอบ	พื้นที่รับผิดชอบ